tick_ms,valid_fix,fix_type,satellites,latitude_deg,longitude_deg,altitude_m,speed_mps,course_deg,hdop
1008323,1,1,10,39.97364807,-105.14998627,1666.8000,0.3040,0.0000,0.8700
1009210,1,1,10,39.97364807,-105.14999390,1666.8000,0.2253,0.0000,0.8700
1009325,1,1,10,39.97364807,-105.14999390,1667.1000,0.2253,0.0000,0.8700
1010147,1,1,10,39.97364426,-105.14999390,1667.1000,0.0977,0.0000,0.8700
1010302,1,1,10,39.97364426,-105.14999390,1666.9000,0.0977,0.0000,0.9400
1011151,1,1,10,39.97364807,-105.14999390,1666.9000,0.1847,0.0000,0.9400
1011308,1,1,10,39.97364807,-105.14999390,1667.3000,0.1847,0.0000,0.9400
1012168,1,1,10,39.97365570,-105.14999390,1667.3000,0.3051,0.0000,0.9400
1012323,1,1,11,39.97365570,-105.14999390,1667.3000,0.3051,0.0000,0.8500
1013182,1,1,11,39.97365570,-105.14999390,1667.3000,0.2336,0.0000,0.8500
1013343,1,1,11,39.97365570,-105.14999390,1667.1000,0.2336,0.0000,0.8500
1014155,1,1,11,39.97365570,-105.14999390,1667.1000,0.1770,0.0000,0.8500
1014310,1,1,11,39.97365570,-105.14999390,1667.2000,0.1770,0.0000,0.8500
1015275,1,1,11,39.97365570,-105.14999390,1667.8000,0.0468,0.0000,0.8500
1016172,1,1,11,39.97365570,-105.14999390,1667.8000,0.1137,0.0000,0.8500
1016288,1,1,11,39.97365570,-105.14999390,1667.7000,0.1137,0.0000,0.8500
1017131,1,1,11,39.97366333,-105.14999390,1667.7000,0.2526,0.0000,0.8500
1017345,1,1,11,39.97366333,-105.14999390,1668.2000,0.2526,0.0000,0.8500
1018211,1,1,11,39.97366333,-105.14999390,1668.2000,0.2845,0.0000,0.8500
1018365,1,1,11,39.97366333,-105.14999390,1668.8000,0.2845,0.0000,0.8500
1019213,1,1,11,39.97366714,-105.14999390,1668.8000,0.1991,0.0000,0.8500
1019400,1,1,10,39.97366714,-105.14999390,1669.4000,0.1991,0.0000,0.8700
1020112,1,1,10,39.97365570,-105.14999390,1669.4000,0.2968,0.0000,0.8700
1020349,1,1,11,39.97365570,-105.14999390,1669.0000,0.2968,0.0000,0.8500
1021125,1,1,11,39.97365189,-105.14999390,1669.0000,0.3030,0.0000,0.8500
1021303,1,1,11,39.97365189,-105.14999390,1668.9000,0.3030,0.0000,0.8500
1022124,1,1,11,39.97365189,-105.14999390,1668.9000,0.2171,0.0000,0.8500
1022346,1,1,11,39.97365189,-105.14999390,1669.2000,0.2171,0.0000,0.8500
1023181,1,1,11,39.97364807,-105.14999390,1669.2000,0.2474,0.0000,0.8500
1023262,1,1,11,39.97364807,-105.14999390,1669.2000,0.2474,0.0000,0.8500
1024178,1,1,11,39.97364426,-105.15000153,1669.2000,0.2289,0.0000,0.8500
1024356,1,1,11,39.97364426,-105.15000153,1669.1000,0.2289,0.0000,0.8500
1025174,1,1,11,39.97365189,-105.14999390,1669.1000,0.0612,0.0000,0.8500
1025426,1,1,11,39.97365189,-105.14999390,1669.5000,0.0612,0.0000,0.8500
1026117,1,1,11,39.97364807,-105.14999390,1669.5000,0.2269,0.0000,0.8500
1026325,1,1,11,39.97364807,-105.14999390,1669.5000,0.2269,0.0000,0.8500
1027160,1,1,11,39.97365189,-105.14999390,1669.5000,0.0658,0.0000,0.8500
1027345,1,1,11,39.97365189,-105.14999390,1669.7000,0.0658,0.0000,0.8500
1028174,1,1,11,39.97365952,-105.14998627,1669.7000,0.3719,0.0000,0.8500
1028388,1,1,10,39.97365952,-105.14998627,1670.1000,0.3719,0.0000,0.9400
1029150,1,1,10,39.97365570,-105.14999390,1670.1000,0.2943,0.0000,0.9400
1029267,1,1,10,39.97365570,-105.14999390,1669.9000,0.2943,0.0000,0.9400
1030186,1,1,10,39.97366333,-105.14998627,1669.9000,0.4044,0.0000,0.9400
1030313,1,1,10,39.97366333,-105.14998627,1669.9000,0.4044,0.0000,0.9400
1031164,1,1,10,39.97366333,-105.14998627,1669.9000,0.3364,0.0000,0.9400
1031244,1,1,11,39.97366333,-105.14998627,1669.5000,0.3364,0.0000,0.8500
1032182,1,1,11,39.97366333,-105.14999390,1669.5000,0.4002,0.0000,0.8500
1032300,1,1,11,39.97366333,-105.14999390,1669.7000,0.4002,0.0000,0.8500
1033141,1,1,11,39.97366333,-105.14999390,1669.7000,0.3236,0.0000,0.8500
1033260,1,1,11,39.97366333,-105.14999390,1669.5000,0.3236,0.0000,0.8500
1034182,1,1,11,39.97365952,-105.14999390,1669.5000,0.1996,0.0000,0.8500
1034334,1,1,11,39.97365952,-105.14999390,1669.2000,0.1996,0.0000,0.8500
1035214,1,1,11,39.97365570,-105.14999390,1669.2000,0.0283,0.0000,0.8500
1035336,1,1,11,39.97365570,-105.14999390,1668.9000,0.0283,0.0000,0.8500
1036167,1,1,11,39.97364807,-105.14999390,1668.9000,0.1049,0.0000,0.8500
1036315,1,1,11,39.97364807,-105.14999390,1668.3000,0.1049,0.0000,0.8500
1037155,1,1,11,39.97364426,-105.15000153,1668.3000,0.0787,0.0000,0.8500
1037305,1,1,11,39.97364426,-105.15000153,1668.2000,0.0787,0.0000,0.8500
1038173,1,1,11,39.97364044,-105.15000153,1668.2000,0.1605,0.0000,0.8500
1038347,1,1,11,39.97364044,-105.15000153,1667.9000,0.1605,0.0000,0.8500
1039205,1,1,11,39.97364044,-105.14999390,1667.9000,0.2572,0.0000,0.8500
1039369,1,1,11,39.97364044,-105.14999390,1667.7000,0.2572,0.0000,0.8500
1040120,1,1,11,39.97363281,-105.15000153,1667.7000,0.1065,0.0000,0.8500
1040313,1,1,11,39.97363281,-105.15000153,1668.0000,0.1065,0.0000,0.8500
1041128,1,1,11,39.97363281,-105.15000153,1668.0000,0.1029,0.0000,0.8500
1041246,1,1,11,39.97363281,-105.15000153,1668.0000,0.1029,0.0000,0.8500
1042213,1,1,11,39.97362900,-105.15000153,1668.0000,0.1338,0.0000,0.8500
1042368,1,1,11,39.97362900,-105.15000153,1667.7000,0.1338,0.0000,0.8500
1043166,1,1,11,39.97362518,-105.15000153,1667.7000,0.1168,0.0000,0.8500
1043315,1,1,9,39.97362518,-105.15000153,1667.2000,0.1168,0.0000,1.0100
1044161,1,1,9,39.97362518,-105.15000916,1667.2000,0.2418,0.0000,1.0100
1044314,1,1,10,39.97362518,-105.15000916,1666.9000,0.2418,0.0000,0.9100
1045315,1,1,10,39.97362137,-105.15001678,1667.0000,0.4532,0.0000,0.9100
1046164,1,1,10,39.97361374,-105.15002441,1667.0000,0.3719,0.0000,0.9100
1046281,1,1,10,39.97361374,-105.15002441,1666.8000,0.3719,0.0000,0.9100
1047210,1,1,10,39.97360992,-105.15003204,1666.8000,0.3169,0.0000,0.9100
1047326,1,1,10,39.97360992,-105.15003204,1666.6000,0.3169,0.0000,0.9100
1048179,1,1,10,39.97361755,-105.15002441,1666.6000,0.2557,0.0000,0.9100
1048328,1,1,10,39.97361755,-105.15002441,1666.3000,0.2557,0.0000,0.9100
1049157,1,1,10,39.97361755,-105.15002441,1666.3000,0.1204,0.0000,0.9100
1049354,1,1,10,39.97361755,-105.15002441,1665.9000,0.1204,0.0000,0.9100
1050149,1,1,10,39.97361755,-105.15002441,1665.9000,0.1034,0.0000,0.9100
1050362,1,1,10,39.97361755,-105.15002441,1665.7000,0.1034,0.0000,0.9100
1051147,1,1,10,39.97361755,-105.15001678,1665.7000,0.2053,0.0000,0.9100
1051282,1,1,10,39.97361755,-105.15001678,1665.6000,0.2053,0.0000,0.9100
1052265,1,1,10,39.97361374,-105.15002441,1665.8000,0.2835,0.0000,0.9100
1053171,1,1,10,39.97362137,-105.15003204,1665.8000,0.4069,0.0000,0.9100
1053321,1,1,10,39.97362137,-105.15003204,1665.3000,0.4069,0.0000,0.9100
1054197,1,1,10,39.97362518,-105.15003204,1665.3000,0.4388,0.0000,0.9100
1054320,1,1,9,39.97362518,-105.15003204,1665.1000,0.4388,0.0000,1.1300
1055180,1,1,9,39.97362900,-105.15001678,1665.1000,0.4460,0.0000,1.1300
1055296,1,1,10,39.97362900,-105.15001678,1664.6000,0.4460,0.0000,0.9100
1056183,1,1,10,39.97362900,-105.15001678,1664.6000,0.4625,0.0000,0.9100
1056338,1,1,10,39.97362900,-105.15001678,1664.3000,0.4625,0.0000,0.9100
1057147,1,1,10,39.97362900,-105.15001678,1664.3000,0.4558,0.0000,0.9100
1057293,1,1,10,39.97362900,-105.15001678,1664.3000,0.4558,0.0000,0.9100
1058139,1,1,10,39.97361374,-105.15003204,1664.3000,0.2701,0.0000,0.9100
1058299,1,1,10,39.97361374,-105.15003204,1664.6000,0.2701,0.0000,0.9100
1059173,1,1,10,39.97360992,-105.15004730,1664.6000,0.4851,0.0000,0.9100
1059328,1,1,11,39.97360992,-105.15004730,1664.5000,0.4851,0.0000,0.8500
1060168,1,1,11,39.97360992,-105.15005493,1664.5000,0.3483,0.0000,0.8500
1060330,1,1,11,39.97360992,-105.15005493,1664.8000,0.3483,0.0000,0.8500
1061204,1,1,11,39.97359467,-105.15006256,1664.8000,0.2495,0.0000,0.8500
1061358,1,1,10,39.97359467,-105.15006256,1665.7000,0.2495,0.0000,0.8800
1062145,1,1,10,39.97359467,-105.15006256,1665.7000,0.1157,0.0000,0.8800
1062382,1,1,11,39.97359467,-105.15006256,1665.5000,0.1157,0.0000,0.8500
1063161,1,1,11,39.97359085,-105.15005493,1665.5000,0.3246,0.0000,0.8500
1063317,1,1,11,39.97359085,-105.15005493,1665.6000,0.3246,0.0000,0.8500
1064133,1,1,11,39.97359467,-105.15005493,1665.6000,0.0319,0.0000,0.8500
1064285,1,1,10,39.97359467,-105.15005493,1665.6000,0.0319,0.0000,1.0900
1065182,1,1,10,39.97360229,-105.15004730,1665.6000,0.2315,0.0000,1.0900
1065300,1,1,11,39.97360229,-105.15004730,1665.2000,0.2315,0.0000,0.8500
1066157,1,1,11,39.97359467,-105.15006256,1665.2000,0.2907,0.0000,0.8500
1066310,1,1,11,39.97359467,-105.15006256,1665.0000,0.2907,0.0000,0.8500
1067162,1,1,11,39.97359085,-105.15005493,1665.0000,0.1970,0.0000,0.8500
1067317,1,1,11,39.97359085,-105.15005493,1664.0000,0.1970,0.0000,0.8500
1068135,1,1,11,39.97359467,-105.15005493,1664.0000,0.0957,0.0000,0.8500
1068255,1,1,11,39.97359467,-105.15005493,1663.7000,0.0957,0.0000,0.8500
1069130,1,1,11,39.97359085,-105.15005493,1663.7000,0.0231,0.0000,0.8500
1069248,1,1,11,39.97359085,-105.15005493,1663.8000,0.0231,0.0000,0.8500
1070226,1,1,11,39.97358704,-105.15006256,1663.8000,0.0622,0.0000,0.8500
1070411,1,1,10,39.97358704,-105.15006256,1663.8000,0.0622,0.0000,1.0900
1071173,1,1,10,39.97357941,-105.15005493,1663.8000,0.3812,0.0000,1.0900
1071288,1,1,10,39.97357941,-105.15005493,1663.4000,0.3812,0.0000,1.0900
1072184,1,1,10,39.97357559,-105.15005493,1663.4000,0.2994,0.0000,1.0900
1072346,1,1,10,39.97357559,-105.15005493,1663.3000,0.2994,0.0000,1.0900
1073182,1,1,10,39.97357178,-105.15005493,1663.3000,0.3524,0.0000,1.0900
1073335,1,1,11,39.97357178,-105.15005493,1663.0000,0.3524,0.0000,0.8500
1074167,1,1,11,39.97356796,-105.15005493,1663.0000,0.2531,0.0000,0.8500
1074319,1,1,11,39.97356796,-105.15005493,1663.2000,0.2531,0.0000,0.8500
1075189,1,1,11,39.97356796,-105.15005493,1663.2000,0.1060,0.0000,0.8500
1075382,1,1,11,39.97356796,-105.15005493,1663.1000,0.1060,0.0000,0.8500
1076235,1,1,11,39.97356796,-105.15005493,1663.1000,0.2577,0.0000,0.8500
1076385,1,1,11,39.97356796,-105.15005493,1663.2000,0.2577,0.0000,0.8500
1077182,1,1,11,39.97357559,-105.15004730,1663.2000,0.1029,0.0000,0.8500
1077350,1,1,10,39.97357559,-105.15004730,1663.5000,0.1029,0.0000,0.8600
1078141,1,1,10,39.97356415,-105.15004730,1663.5000,0.1554,0.0000,0.8600
1078362,1,1,10,39.97356415,-105.15004730,1663.5000,0.1554,0.0000,0.9100
1079134,1,1,10,39.97356033,-105.15004730,1663.5000,0.1590,0.0000,0.9100
1079304,1,1,10,39.97356033,-105.15004730,1663.3000,0.1590,0.0000,0.9100
1080124,1,1,10,39.97356415,-105.15003967,1663.3000,0.1343,0.0000,0.9100
1080359,1,1,11,39.97356415,-105.15003967,1663.0000,0.1343,0.0000,0.8500
1081185,1,1,11,39.97356415,-105.15003967,1663.0000,0.1651,0.0000,0.8500
1081348,1,1,11,39.97356415,-105.15003967,1663.0000,0.1651,0.0000,0.8500
1082131,1,1,11,39.97356033,-105.15004730,1663.0000,0.1065,0.0000,0.8500
1082283,1,1,11,39.97356033,-105.15004730,1663.3000,0.1065,0.0000,0.8500
1083190,1,1,11,39.97356415,-105.15003967,1663.3000,0.0422,0.0000,0.8500
1083338,1,1,11,39.97356415,-105.15003967,1663.4000,0.0422,0.0000,0.8500
1084198,1,1,11,39.97356796,-105.15003967,1663.4000,0.1471,0.0000,0.8500
1084352,1,1,11,39.97356796,-105.15003967,1663.3000,0.1471,0.0000,0.8500
1085139,1,1,11,39.97356033,-105.15004730,1663.3000,0.0792,0.0000,0.8500
1085294,1,1,10,39.97356033,-105.15004730,1663.7000,0.0792,0.0000,0.9100
1086178,1,1,10,39.97356796,-105.15004730,1663.7000,0.1569,0.0000,0.9100
1086330,1,1,10,39.97356796,-105.15004730,1663.8000,0.1569,0.0000,0.9100
1087211,1,1,10,39.97356796,-105.15004730,1663.8000,0.2850,0.0000,0.9100
1087334,1,1,11,39.97356796,-105.15004730,1663.9000,0.2850,0.0000,0.8500
1088180,1,1,11,39.97358704,-105.15003204,1663.9000,0.3863,0.0000,0.8500
1088296,1,1,11,39.97358704,-105.15003204,1663.4000,0.3863,0.0000,0.8500
1089175,1,1,11,39.97359085,-105.15003204,1663.4000,0.3797,0.0000,0.8500
1089329,1,1,11,39.97359085,-105.15003204,1663.4000,0.3797,0.0000,0.8500
1090140,1,1,11,39.97358704,-105.15003204,1663.4000,0.2279,0.0000,0.8500
1090288,1,1,11,39.97358704,-105.15003204,1663.0000,0.2279,0.0000,0.8500
1091149,1,1,11,39.97358704,-105.15002441,1663.0000,0.2490,0.0000,0.8500
1091268,1,1,11,39.97358704,-105.15002441,1663.0000,0.2490,0.0000,0.8500
1092273,1,1,11,39.97358704,-105.15002441,1663.1000,0.2212,0.0000,0.8500
1093190,1,1,11,39.97359467,-105.15002441,1663.1000,0.2927,0.0000,0.8500
1093338,1,1,11,39.97359467,-105.15002441,1663.0000,0.2927,0.0000,0.8500
1094183,1,1,11,39.97360992,-105.15000916,1663.0000,0.3668,0.0000,0.8500
1094338,1,1,11,39.97360992,-105.15000916,1662.6000,0.3668,0.0000,0.8500
1095230,1,1,11,39.97360992,-105.15000916,1662.6000,0.2788,0.0000,0.8500
1095390,1,1,10,39.97360992,-105.15000916,1662.7000,0.2788,0.0000,1.0900
1096183,1,1,10,39.97360992,-105.15000916,1662.7000,0.1487,0.0000,1.0900
1096332,1,1,11,39.97360992,-105.15000916,1662.7000,0.1487,0.0000,0.8500
1097126,1,1,11,39.97360992,-105.15001678,1662.7000,0.2207,0.0000,0.8500
1097335,1,1,10,39.97360992,-105.15001678,1663.2000,0.2207,0.0000,0.9400
1098158,1,1,10,39.97361374,-105.15001678,1663.2000,0.2835,0.0000,0.9400
1098309,1,1,10,39.97361374,-105.15001678,1662.8000,0.2835,0.0000,0.9400
1099168,1,1,10,39.97361755,-105.15001678,1662.8000,0.3869,0.0000,0.9400
1099324,1,1,10,39.97361755,-105.15001678,1663.0000,0.3869,0.0000,0.9400
1100173,1,1,10,39.97361755,-105.15000916,1663.0000,0.3040,0.0000,0.9400
1100368,1,1,9,39.97361755,-105.15000916,1663.0000,0.3040,0.0000,1.1500
1101133,1,1,9,39.97362518,-105.15000916,1663.0000,0.3220,0.0000,1.1500
1101320,1,1,9,39.97362518,-105.15000916,1663.0000,0.3220,0.0000,1.1500
1102146,1,1,9,39.97362900,-105.15000916,1663.0000,0.3694,0.0000,1.1500
1102263,1,1,9,39.97362900,-105.15000916,1663.1000,0.3694,0.0000,1.1500
1103147,1,1,9,39.97364426,-105.14999390,1663.1000,0.3555,0.0000,1.1500
1103301,1,1,11,39.97364426,-105.14999390,1662.4000,0.3555,0.0000,0.8500
1104180,1,1,11,39.97364807,-105.14999390,1662.4000,0.3591,0.0000,0.8500
1104332,1,1,11,39.97364807,-105.14999390,1662.1000,0.3591,0.0000,0.8500
1105198,1,1,11,39.97365189,-105.14999390,1662.1000,0.3617,0.0000,0.8500
1105316,1,1,11,39.97365189,-105.14999390,1662.1000,0.3617,0.0000,0.8500
1106143,1,1,11,39.97365952,-105.14998627,1662.1000,0.3359,0.0000,0.8500
1106293,1,1,9,39.97365952,-105.14998627,1662.0000,0.3359,0.0000,1.1500
1107225,1,1,9,39.97366333,-105.14998627,1662.0000,0.4224,0.0000,1.1500
1107369,1,1,9,39.97366333,-105.14998627,1661.9000,0.4224,0.0000,1.1500
1108177,1,1,9,39.97366333,-105.14998627,1661.9000,0.5587,0.0000,1.1500
1108288,1,1,9,39.97366333,-105.14998627,1662.1000,0.5587,0.0000,1.1500
1109212,1,1,9,39.97365189,-105.14999390,1662.1000,0.2917,0.0000,1.1500
1109329,1,1,10,39.97365189,-105.14999390,1662.1000,0.2917,0.0000,0.8800
1110190,1,1,10,39.97365189,-105.14999390,1662.1000,0.2444,0.0000,0.8800
1110306,1,1,11,39.97365189,-105.14999390,1662.1000,0.2444,0.0000,0.8500
1111181,1,1,11,39.97365189,-105.14999390,1662.1000,0.1862,0.0000,0.8500
1111308,1,1,11,39.97365189,-105.14999390,1662.1000,0.1862,0.0000,0.8500
1112194,1,1,11,39.97363281,-105.15000153,1662.1000,0.1636,0.0000,0.8500
1112394,1,1,10,39.97363281,-105.15000153,1661.8000,0.1636,0.0000,0.9400
1113205,1,1,10,39.97363663,-105.15000153,1661.8000,0.1358,0.0000,0.9400
1113307,1,1,10,39.97363663,-105.15000153,1661.7000,0.1358,0.0000,0.9400
1114175,1,1,10,39.97363663,-105.15000153,1661.7000,0.0679,0.0000,0.9400
1114303,1,1,11,39.97363663,-105.15000153,1661.6000,0.0679,0.0000,0.8500
1115179,1,1,11,39.97362900,-105.15000153,1661.6000,0.0952,0.0000,0.8500
1115341,1,1,11,39.97362900,-105.15000153,1661.8000,0.0952,0.0000,0.8500
1116199,1,1,11,39.97362900,-105.15000916,1661.8000,0.2464,0.0000,0.8500
1116412,1,1,10,39.97362900,-105.15000916,1661.5000,0.2464,0.0000,0.9100
1117204,1,1,10,39.97363281,-105.15000153,1661.5000,0.1657,0.0000,0.9100
1117351,1,1,10,39.97363281,-105.15000153,1661.0000,0.1657,0.0000,0.9100
1118240,1,1,10,39.97364426,-105.14999390,1661.0000,0.1657,0.0000,0.9100
1118347,1,1,10,39.97364426,-105.14999390,1660.5000,0.1657,0.0000,0.9100
1119154,1,1,10,39.97364044,-105.15000153,1660.5000,0.1368,0.0000,0.9100
1119273,1,1,10,39.97364044,-105.15000153,1660.1000,0.1368,0.0000,0.9100
1120174,1,1,10,39.97364044,-105.14999390,1660.1000,0.0751,0.0000,0.9100
1120320,1,1,10,39.97364044,-105.14999390,1659.9000,0.0751,0.0000,0.9100
1121173,1,1,10,39.97363663,-105.15000153,1659.9000,0.0869,0.0000,0.9100
1121288,1,1,10,39.97363663,-105.15000153,1659.6000,0.0869,0.0000,0.9100
1122193,1,1,10,39.97364426,-105.14998627,1659.6000,0.1554,0.0000,0.9100
1122342,1,1,10,39.97364426,-105.14998627,1659.5000,0.1554,0.0000,0.9100
1123146,1,1,10,39.97364807,-105.14998627,1659.5000,0.1307,0.0000,0.9100
1123269,1,1,10,39.97364807,-105.14998627,1659.3000,0.1307,0.0000,0.9100
1124207,1,1,10,39.97365189,-105.14997864,1659.3000,0.1698,0.0000,0.9100
1124396,1,1,9,39.97365189,-105.14997864,1658.9000,0.1698,0.0000,0.9300
1125188,1,1,9,39.97365189,-105.14997864,1658.9000,0.2156,0.0000,0.9300
1125359,1,1,9,39.97365189,-105.14997864,1658.7000,0.2156,0.0000,0.9300
1126293,1,1,9,39.97364807,-105.14997864,1658.3000,0.2258,0.0000,0.9300
1127159,1,1,9,39.97364044,-105.14997864,1658.3000,0.1404,0.0000,0.9300
1127323,1,1,10,39.97364044,-105.14997864,1658.0000,0.1404,0.0000,0.9100
1128244,1,1,10,39.97363663,-105.14997864,1658.0000,0.0612,0.0000,0.9100
1128388,1,1,10,39.97363663,-105.14997864,1657.3000,0.0612,0.0000,0.9100
1129300,1,1,10,39.97363663,-105.14997864,1656.8000,0.0442,0.0000,0.9100
1130171,1,1,10,39.97362900,-105.14997101,1656.8000,0.1410,0.0000,0.9100
1130385,1,1,10,39.97362900,-105.14997101,1655.8000,0.1410,0.0000,1.0900
1131142,1,1,10,39.97362900,-105.14997101,1655.8000,0.2258,0.0000,1.0900
1131407,1,1,9,39.97362900,-105.14997101,1655.1000,0.2258,0.0000,1.1400
1132205,1,1,9,39.97361374,-105.14997864,1655.1000,0.1492,0.0000,1.1400
1132341,1,1,10,39.97361374,-105.14997864,1654.6000,0.1492,0.0000,1.0900
1133212,1,1,10,39.97360992,-105.14997864,1654.6000,0.1322,0.0000,1.0900
1133428,1,1,10,39.97360992,-105.14997864,1654.0000,0.1322,0.0000,1.0900
1134202,1,1,10,39.97360611,-105.14997864,1654.0000,0.0905,0.0000,1.0900
1134412,1,1,10,39.97360611,-105.14997864,1653.7000,0.0905,0.0000,1.0900
1135239,1,1,10,39.97359467,-105.14998627,1653.7000,0.3426,0.0000,1.0900
1135398,1,1,10,39.97359467,-105.14998627,1652.8000,0.3426,0.0000,1.0900
1136161,1,1,10,39.97359467,-105.14997864,1652.8000,0.1291,0.0000,1.0900
1136280,1,1,11,39.97359467,-105.14997864,1652.1000,0.1291,0.0000,0.8500
1137232,1,1,11,39.97359848,-105.14997864,1652.1000,0.0818,0.0000,0.8500
1137394,1,1,11,39.97359848,-105.14997864,1651.8000,0.0818,0.0000,0.8500
1138194,1,1,11,39.97359467,-105.14998627,1651.8000,0.1461,0.0000,0.8500
1138360,1,1,11,39.97359467,-105.14998627,1650.6000,0.1461,0.0000,0.8500
1139175,1,1,11,39.97358322,-105.14998627,1650.6000,0.2958,0.0000,0.8500
1139290,1,1,10,39.97358322,-105.14998627,1650.0000,0.2958,0.0000,1.0900
1140159,1,1,10,39.97357559,-105.14999390,1650.0000,0.3472,0.0000,1.0900
1140276,1,1,11,39.97357559,-105.14999390,1649.1000,0.3472,0.0000,0.8500
1141225,1,1,11,39.97356796,-105.15000153,1649.1000,0.3339,0.0000,0.8500
1141346,1,1,11,39.97356796,-105.15000153,1648.6000,0.3339,0.0000,0.8500
1142136,1,1,11,39.97356415,-105.15000153,1648.6000,0.2418,0.0000,0.8500
1142365,1,1,11,39.97356415,-105.15000153,1647.4000,0.2418,0.0000,0.8500
1143168,1,1,11,39.97355652,-105.15000153,1647.4000,0.3400,0.0000,0.8500
1143285,1,1,11,39.97355652,-105.15000153,1646.9000,0.3400,0.0000,0.8500
1144203,1,1,11,39.97354889,-105.15000916,1646.9000,0.2752,0.0000,0.8500
1144317,1,1,11,39.97354889,-105.15000916,1646.8000,0.2752,0.0000,0.8500
1145201,1,1,11,39.97355652,-105.15000153,1646.8000,0.1749,0.0000,0.8500
1145354,1,1,11,39.97355652,-105.15000153,1645.5000,0.1749,0.0000,0.8500
1146180,1,1,11,39.97355652,-105.15000916,1645.5000,0.1543,0.0000,0.8500
1146293,1,1,11,39.97355652,-105.15000916,1644.8000,0.1543,0.0000,0.8500
1147178,1,1,11,39.97355652,-105.15000916,1644.8000,0.1389,0.0000,0.8500
1147295,1,1,11,39.97355652,-105.15000916,1644.3000,0.1389,0.0000,0.8500
1148201,1,1,11,39.97355652,-105.15000916,1644.3000,0.1466,0.0000,0.8500
1148316,1,1,11,39.97355652,-105.15000916,1644.0000,0.1466,0.0000,0.8500
1149135,1,1,11,39.97355652,-105.15000916,1644.0000,0.0844,0.0000,0.8500
1149295,1,1,11,39.97355652,-105.15000916,1643.9000,0.0844,0.0000,0.8500
1150185,1,1,11,39.97356033,-105.15000916,1643.9000,0.1548,0.0000,0.8500
1150421,1,1,10,39.97356033,-105.15000916,1643.7000,0.1548,0.0000,1.0900
1151187,1,1,10,39.97356415,-105.15000916,1643.7000,0.0993,0.0000,1.0900
1151343,1,1,11,39.97356415,-105.15000916,1642.7000,0.0993,0.0000,0.8500
1152190,1,1,11,39.97356033,-105.15001678,1642.7000,0.0494,0.0000,0.8500
1152340,1,1,11,39.97356033,-105.15001678,1642.3000,0.0494,0.0000,0.8500
1153210,1,1,11,39.97355652,-105.15001678,1642.3000,0.1343,0.0000,0.8500
1153370,1,1,11,39.97355652,-105.15001678,1641.7000,0.1343,0.0000,0.8500
1154206,1,1,11,39.97355270,-105.15001678,1641.7000,0.1579,0.0000,0.8500
1154280,1,1,10,39.97355270,-105.15001678,1641.4000,0.1579,0.0000,0.8700
1155162,1,1,10,39.97354889,-105.15002441,1641.4000,0.1955,0.0000,0.8700
1155315,1,1,10,39.97354889,-105.15002441,1641.2000,0.1955,0.0000,0.8700
1156185,1,1,10,39.97354507,-105.15002441,1641.2000,0.2572,0.0000,0.8700
1156299,1,1,10,39.97354507,-105.15002441,1640.6000,0.2572,0.0000,0.8700
1157175,1,1,10,39.97354507,-105.15002441,1640.6000,0.1075,0.0000,0.8700
1157332,1,1,11,39.97354507,-105.15002441,1640.8000,0.1075,0.0000,0.8500
1158163,1,1,11,39.97354126,-105.15003204,1640.8000,0.1939,0.0000,0.8500
1158272,1,1,11,39.97354126,-105.15003204,1640.6000,0.1939,0.0000,0.8500
1159142,1,1,11,39.97354889,-105.15003204,1640.6000,0.1235,0.0000,0.8500
1159301,1,1,11,39.97354889,-105.15003204,1640.2000,0.1235,0.0000,0.8500
1160175,1,1,11,39.97355652,-105.15002441,1640.2000,0.1867,0.0000,0.8500
1160329,1,1,11,39.97355652,-105.15002441,1640.5000,0.1867,0.0000,0.8500
1161214,1,1,11,39.97355270,-105.15003204,1640.5000,0.2315,0.0000,0.8500
1161366,1,1,11,39.97355270,-105.15003204,1640.3000,0.2315,0.0000,0.8500
1162208,1,1,11,39.97355652,-105.15003204,1640.3000,0.3555,0.0000,0.8500
1162324,1,1,11,39.97355652,-105.15003204,1640.0000,0.3555,0.0000,0.8500
1163197,1,1,11,39.97355270,-105.15003967,1640.0000,0.1358,0.0000,0.8500
1163366,1,1,11,39.97355270,-105.15003967,1640.4000,0.1358,0.0000,0.8500
1164168,1,1,11,39.97355270,-105.15003967,1640.4000,0.0854,0.0000,0.8500
1164326,1,1,11,39.97355270,-105.15003967,1640.3000,0.0854,0.0000,0.8500
1165162,1,1,11,39.97355270,-105.15003967,1640.3000,0.1590,0.0000,0.8500
1165315,1,1,11,39.97355270,-105.15003967,1640.3000,0.1590,0.0000,0.8500
1166162,1,1,11,39.97355270,-105.15003967,1640.3000,0.0972,0.0000,0.8500
1166345,1,1,8,39.97355270,-105.15003967,1639.9000,0.0972,0.0000,1.1800
1167187,1,1,8,39.97355270,-105.15003967,1639.9000,0.1178,0.0000,1.1800
1167299,1,1,8,39.97355270,-105.15003967,1639.6000,0.1178,0.0000,1.1800
1168220,1,1,8,39.97355270,-105.15003967,1639.6000,0.1250,0.0000,1.1800
1168406,1,1,9,39.97355270,-105.15003967,1639.2000,0.1250,0.0000,1.1500
1169293,1,1,11,39.97355652,-105.15003967,1639.6000,0.0658,0.0000,0.8500
